reason_for_move;person_scanning;date_time;current_crate;new_location;person_refname;crate_refname;loc_refname;moveID;move_CSID;datetimeTZ
R;Jon Oligmueller;09/02/2015 10:59;Central American Archaeology Storage Box 0018;Kroeber, 20AMez, EE 09, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(CentralAmericanArchaeologyStorageBox00181395415448160)'Central American Archaeology Storage Box 0018';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl13753)'Kroeber, 20AMez, EE 09, 01';Barcode.20150916-0849-R.0011;56c4d87c-f0a5-4dd0-b525-a8d59ba3eea9;2015-09-02T10:59:00Z
R;Jon Oligmueller;09/02/2015 10:59;Central American Archaeology Storage Box 0019;Kroeber, 20AMez, EE 09, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(CentralAmericanArchaeologyStorageBox00191395415457253)'Central American Archaeology Storage Box 0019';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11595)'Kroeber, 20AMez, EE 09, 02';Barcode.20150916-0849-R.0012;40795ed8-a421-4a4b-a54d-36b0f69e8f42;2015-09-02T10:59:00Z
R;Jon Oligmueller;09/02/2015 10:59;Central American Archaeology Storage Box 0020;Kroeber, 20AMez, EE 09, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(CentralAmericanArchaeologyStorageBox00201395415469943)'Central American Archaeology Storage Box 0020';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11595)'Kroeber, 20AMez, EE 09, 02';Barcode.20150916-0849-R.0013;96b6936a-1163-4230-bd98-3cf050bc8efd;2015-09-02T10:59:00Z
R;Jon Oligmueller;09/02/2015 10:59;Central American Archaeology Storage Box 0021;Kroeber, 20AMez, EE 09, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(CentralAmericanArchaeologyStorageBox00211395415479068)'Central American Archaeology Storage Box 0021';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11595)'Kroeber, 20AMez, EE 09, 02';Barcode.20150916-0849-R.0014;5efd4f9f-4164-49ff-824f-f91af2c99dd4;2015-09-02T10:59:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 131;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3886)'Cat. 2 Ceramics Box 131';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150916-0849-R.0015;7462a978-db1b-4e77-a412-8914a0fe358b;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 132;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3888)'Cat. 2 Ceramics Box 132';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150916-0849-R.0016;ffa0107a-3d2e-46b2-9f88-c0f061e6ea70;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 133;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3890)'Cat. 2 Ceramics Box 133';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150916-0849-R.0017;0c7bec88-53e3-4d78-8140-845d81c376c8;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 135;Kroeber, 20AMez, EE 10, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3891)'Cat. 2 Ceramics Box 135';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11598)'Kroeber, 20AMez, EE 10, 02';Barcode.20150916-0849-R.0018;4c8d2bb3-59d8-42bd-b0ea-e50b2427f75e;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 136;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3892)'Cat. 2 Ceramics Box 136';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150916-0849-R.0019;0c096137-e273-4c56-90c1-5727e56fb92f;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 138;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3893)'Cat. 2 Ceramics Box 138';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150916-0849-R.0020;ad585e67-0e23-497f-aeea-8f37f3213824;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 139;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3894)'Cat. 2 Ceramics Box 139';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150916-0849-R.0021;3f399bc4-34d8-43d2-a785-542003ae4664;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 140;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3895)'Cat. 2 Ceramics Box 140';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150916-0849-R.0022;e1301e0d-eaa4-4319-9db5-79ef4854a49e;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 141;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3896)'Cat. 2 Ceramics Box 141';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150916-0849-R.0023;41d13dc3-2825-44cc-8e76-bd2fc576180a;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 142;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3897)'Cat. 2 Ceramics Box 142';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150916-0849-R.0024;e2151247-ca66-4cd0-9162-aed5950cd469;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:51;Cat. 2 Ceramics Box 29;Kroeber, 20AMez, EE 11, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr1674)'Cat. 2 Ceramics Box 29';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11011440441378502)'Kroeber, 20AMez, EE 11, 01';Barcode.20150916-0849-R.0025;5515543c-5299-46f9-ac4c-efa11a4009ec;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;Central American Archaeology Storage Box 0022;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(CentralAmericanArchaeologyStorageBox00221395415488652)'Central American Archaeology Storage Box 0022';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150916-0849-R.0026;6018de50-6cca-40c5-b984-94dcaf53b233;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;Central American Archaeology Storage Box 0023;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(CentralAmericanArchaeologyStorageBox00231395415498316)'Central American Archaeology Storage Box 0023';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150916-0849-R.0027;5f322c01-4375-47fe-a38d-c70ce64c945c;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;Central American Archaeology Storage Box 0035;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(CentralAmericanArchaeologyStorageBox00351395415161317)'Central American Archaeology Storage Box 0035';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150916-0849-R.0028;ab724d11-f8d5-4b56-9989-d2be9d98c72b;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;Central American Archaeology Storage Box 0036;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(CentralAmericanArchaeologyStorageBox00361395415169476)'Central American Archaeology Storage Box 0036';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150916-0849-R.0029;90ec3e86-b0e5-421f-b4ff-8c42d4b06655;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;North American Archaeology Storage Box 0591;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05911390421677408)'North American Archaeology Storage Box 0591';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150916-0849-R.0030;f6791e19-23b2-4b59-86af-1214b4757613;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;North American Archaeology Storage Box 0592;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05921390421688477)'North American Archaeology Storage Box 0592';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150916-0849-R.0031;cf5c0a49-5296-4e2c-b4d7-dcc9822cffab;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;North American Archaeology Storage Box 0593;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05931390421694190)'North American Archaeology Storage Box 0593';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150916-0849-R.0032;bc5458ce-c708-41a2-be46-3196d142a241;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;North American Archaeology Storage Box 0594;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05941390421699794)'North American Archaeology Storage Box 0594';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150916-0849-R.0033;6334adc0-c83b-4395-b952-8d6153939415;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;Oceania Archaeology Storage Box 0001;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(OceaniaArchaeologyStorageBox00011396970519962)'Oceania Archaeology Storage Box 0001';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150916-0849-R.0034;a89da4bd-566b-492e-ab0f-67f5efc6604f;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0595;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05951390421705211)'North American Archaeology Storage Box 0595';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150916-0849-R.0035;df21466b-8ad2-4d47-bd07-1111c0193f61;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0596;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05961390421710561)'North American Archaeology Storage Box 0596';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150916-0849-R.0036;3d25f832-7c2b-407e-8a51-c716d9855bb1;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0597;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05971390421716237)'North American Archaeology Storage Box 0597';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150916-0849-R.0037;b201a287-c2d9-40ae-9b27-96b6c6a512fc;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0598;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05981390421722179)'North American Archaeology Storage Box 0598';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150916-0849-R.0038;e4955e43-d028-4424-9d2b-884b70a24251;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0599;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05991390421727446)'North American Archaeology Storage Box 0599';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150916-0849-R.0039;5cb8e146-cf7c-4ef4-8e76-2c6aedf96c06;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0600;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06001390421735695)'North American Archaeology Storage Box 0600';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150916-0849-R.0040;01d79519-2a76-4bb3-89c8-01d76c1e809b;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0605;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06051390424362218)'North American Archaeology Storage Box 0605';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150916-0849-R.0041;6328a86a-57cb-48ac-ade7-e94b84d99a03;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0606;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06061390424367890)'North American Archaeology Storage Box 0606';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150916-0849-R.0042;4e46f2b9-b0ba-4124-a747-1391f6c3c7cf;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0607;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06071390424373262)'North American Archaeology Storage Box 0607';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150916-0849-R.0043;602f32b6-200e-491a-abea-95a111bb03e5;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0609;Kroeber, 20AMez, FF 01, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06091390424384431)'North American Archaeology Storage Box 0609';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01011423770895316)'Kroeber, 20AMez, FF 01, 01';Barcode.20150916-0849-R.0044;e008a73d-a185-4db5-8fc1-1c521fd67063;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0610;Kroeber, 20AMez, FF 01, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06101390424392408)'North American Archaeology Storage Box 0610';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01021423770905892)'Kroeber, 20AMez, FF 01, 02';Barcode.20150916-0849-R.0045;72ea1222-b284-4a2d-9097-28dd1e4f9de4;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0612;Kroeber, 20AMez, FF 01, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06121390424402769)'North American Archaeology Storage Box 0612';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01021423770905892)'Kroeber, 20AMez, FF 01, 02';Barcode.20150916-0849-R.0046;8564834f-2994-48c3-bf82-77a9a5ee424c;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0613;Kroeber, 20AMez, FF 01, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06131390424408328)'North American Archaeology Storage Box 0613';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01021423770905892)'Kroeber, 20AMez, FF 01, 02';Barcode.20150916-0849-R.0047;8041a132-4b14-4b4e-965c-5f02a52c83d5;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0618;Kroeber, 20AMez, FF 01, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06181390424434889)'North American Archaeology Storage Box 0618';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01011423770895316)'Kroeber, 20AMez, FF 01, 01';Barcode.20150916-0849-R.0048;15907ba4-b9ef-491a-9ce2-eca50d4c6eb9;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0627;Kroeber, 20AMez, FF 01, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06271390424483845)'North American Archaeology Storage Box 0627';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01021423770905892)'Kroeber, 20AMez, FF 01, 02';Barcode.20150916-0849-R.0049;ebed809d-a512-4850-a0c8-25011411df72;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0628;Kroeber, 20AMez, FF 01, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06281390424489086)'North American Archaeology Storage Box 0628';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01021423770905892)'Kroeber, 20AMez, FF 01, 02';Barcode.20150916-0849-R.0050;181dac74-4033-486a-b8b1-483f3bc0514b;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0629;Kroeber, 20AMez, FF 01, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06291390424494714)'North American Archaeology Storage Box 0629';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01021423770905892)'Kroeber, 20AMez, FF 01, 02';Barcode.20150916-0849-R.0051;4871b9ec-a4aa-45bc-9e46-4c4a34c0dc34;2015-09-02T15:11:00Z
