reason_for_move;person_scanning;date_time;current_crate;new_location;person_refname;crate_refname;loc_refname;moveID;move_CSID;datetimeTZ
R;Jon Oligmueller;09/02/2015 10:59;Central American Archaeology Storage Box 0018;Kroeber, 20AMez, EE 09, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(CentralAmericanArchaeologyStorageBox00181395415448160)'Central American Archaeology Storage Box 0018';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl13753)'Kroeber, 20AMez, EE 09, 01';Barcode.20150904-2332-R.0011;35d66c9d-f5e1-4cae-b020-6eca19a4154f;2015-09-02T10:59:00Z
R;Jon Oligmueller;09/02/2015 10:59;Central American Archaeology Storage Box 0019;Kroeber, 20AMez, EE 09, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(CentralAmericanArchaeologyStorageBox00191395415457253)'Central American Archaeology Storage Box 0019';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11595)'Kroeber, 20AMez, EE 09, 02';Barcode.20150904-2332-R.0012;d7ae78e4-236a-4699-baaa-8d6b0e16f5f7;2015-09-02T10:59:00Z
R;Jon Oligmueller;09/02/2015 10:59;Central American Archaeology Storage Box 0020;Kroeber, 20AMez, EE 09, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(CentralAmericanArchaeologyStorageBox00201395415469943)'Central American Archaeology Storage Box 0020';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11595)'Kroeber, 20AMez, EE 09, 02';Barcode.20150904-2332-R.0013;65666024-ec2f-40d5-a2a3-8e88d53f7d0f;2015-09-02T10:59:00Z
R;Jon Oligmueller;09/02/2015 10:59;Central American Archaeology Storage Box 0021;Kroeber, 20AMez, EE 09, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(CentralAmericanArchaeologyStorageBox00211395415479068)'Central American Archaeology Storage Box 0021';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11595)'Kroeber, 20AMez, EE 09, 02';Barcode.20150904-2332-R.0014;7625fe1c-3fd0-4050-bceb-eeb3829d7e96;2015-09-02T10:59:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 131;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3886)'Cat. 2 Ceramics Box 131';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150904-2332-R.0015;6203dfc7-399c-4bba-bbeb-e30dd8f2d9f1;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 132;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3888)'Cat. 2 Ceramics Box 132';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150904-2332-R.0016;7add4201-534b-4815-b4fb-e65996581667;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 133;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3890)'Cat. 2 Ceramics Box 133';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150904-2332-R.0017;b4ae27b7-d0a5-4b10-b092-d502f38fec73;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 135;Kroeber, 20AMez, EE 10, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3891)'Cat. 2 Ceramics Box 135';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11598)'Kroeber, 20AMez, EE 10, 02';Barcode.20150904-2332-R.0018;7d061c7a-b789-4a80-9878-b8f3dfbd6506;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 136;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3892)'Cat. 2 Ceramics Box 136';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150904-2332-R.0019;751e50e3-0d63-492f-8b2a-7c17f37ac01f;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 138;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3893)'Cat. 2 Ceramics Box 138';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150904-2332-R.0020;028e5ba0-a43e-44c2-aef6-f2943c540b7d;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 139;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3894)'Cat. 2 Ceramics Box 139';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150904-2332-R.0021;83d5a6d1-1147-4594-acb5-7aa33d62f635;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 140;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3895)'Cat. 2 Ceramics Box 140';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150904-2332-R.0022;784ee947-0b0a-4fb4-9fdb-32bed0e540cb;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 141;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3896)'Cat. 2 Ceramics Box 141';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150904-2332-R.0023;690510df-76e5-4014-8521-c827f0347b22;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:27;Cat. 2 Ceramics Box 142;Kroeber, 20AMez, EE 10, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3897)'Cat. 2 Ceramics Box 142';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11597)'Kroeber, 20AMez, EE 10, 01';Barcode.20150904-2332-R.0024;9aeb286d-1e39-4eef-99c5-c394901ce3e8;2015-09-02T11:27:00Z
R;Jon Oligmueller;09/02/2015 11:51;Cat. 2 Ceramics Box 29;Kroeber, 20AMez, EE 11, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr1674)'Cat. 2 Ceramics Box 29';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11011440441378502)'Kroeber, 20AMez, EE 11, 01';Barcode.20150904-2332-R.0025;7b3d09c1-5fbb-4570-9904-8069c9117b3c;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;Central American Archaeology Storage Box 0022;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(CentralAmericanArchaeologyStorageBox00221395415488652)'Central American Archaeology Storage Box 0022';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150904-2332-R.0026;23fd2f90-beb3-4da2-bb37-c1d9191f59af;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;Central American Archaeology Storage Box 0023;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(CentralAmericanArchaeologyStorageBox00231395415498316)'Central American Archaeology Storage Box 0023';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150904-2332-R.0027;8deb4c28-b7d7-4d46-89f1-0214ef11a429;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;Central American Archaeology Storage Box 0035;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(CentralAmericanArchaeologyStorageBox00351395415161317)'Central American Archaeology Storage Box 0035';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150904-2332-R.0028;e2b0e5d1-d63d-499e-817b-1e4d80792675;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;Central American Archaeology Storage Box 0036;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(CentralAmericanArchaeologyStorageBox00361395415169476)'Central American Archaeology Storage Box 0036';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150904-2332-R.0029;d01d6f07-a89a-4fb5-99aa-ecc44a25a495;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;North American Archaeology Storage Box 0591;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05911390421677408)'North American Archaeology Storage Box 0591';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150904-2332-R.0030;30823001-e4e8-4fd3-aa2d-3aa4143efe74;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;North American Archaeology Storage Box 0592;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05921390421688477)'North American Archaeology Storage Box 0592';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150904-2332-R.0031;a8c6f292-3edb-4733-83bf-1ba4d819e1af;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;North American Archaeology Storage Box 0593;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05931390421694190)'North American Archaeology Storage Box 0593';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150904-2332-R.0032;2a7f25c8-60c0-40a8-88a9-ab1802bbf1a1;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;North American Archaeology Storage Box 0594;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05941390421699794)'North American Archaeology Storage Box 0594';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150904-2332-R.0033;00198a63-3906-4392-a539-2b11ed549c46;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:51;Oceania Archaeology Storage Box 0001;Kroeber, 20AMez, EE 11, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(OceaniaArchaeologyStorageBox00011396970519962)'Oceania Archaeology Storage Box 0001';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE11021440441387049)'Kroeber, 20AMez, EE 11, 02';Barcode.20150904-2332-R.0034;02f83ca1-6fbd-423a-95e6-d251855b8a27;2015-09-02T11:51:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0595;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05951390421705211)'North American Archaeology Storage Box 0595';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150904-2332-R.0035;44786afd-b036-4832-8a85-73773e513fbd;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0596;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05961390421710561)'North American Archaeology Storage Box 0596';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150904-2332-R.0036;8aec1394-5bf7-468c-b150-ef120a273f08;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0597;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05971390421716237)'North American Archaeology Storage Box 0597';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150904-2332-R.0037;309ffe7d-cc24-4a7a-b951-0036fac42842;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0598;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05981390421722179)'North American Archaeology Storage Box 0598';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150904-2332-R.0038;069ff725-d626-41e2-b6b0-b38c02ba251e;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0599;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05991390421727446)'North American Archaeology Storage Box 0599';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150904-2332-R.0039;b29664a8-3db7-4a66-9edf-ad6b8dffd1f6;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0600;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06001390421735695)'North American Archaeology Storage Box 0600';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150904-2332-R.0040;b389b73e-bea8-47c5-92af-ceb792032046;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0605;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06051390424362218)'North American Archaeology Storage Box 0605';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150904-2332-R.0041;922345f8-633a-45a7-9c55-6a7271cbdf64;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0606;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06061390424367890)'North American Archaeology Storage Box 0606';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150904-2332-R.0042;a30bbb06-784f-4ace-9beb-ca896dff04dd;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 11:54;North American Archaeology Storage Box 0607;Kroeber, 20AMez, EE 12, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06071390424373262)'North American Archaeology Storage Box 0607';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezEE12021440441464981)'Kroeber, 20AMez, EE 12, 02';Barcode.20150904-2332-R.0043;6672f219-edac-49df-a870-3c9cd5aded5b;2015-09-02T11:54:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0609;Kroeber, 20AMez, FF 01, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06091390424384431)'North American Archaeology Storage Box 0609';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01011423770895316)'Kroeber, 20AMez, FF 01, 01';Barcode.20150904-2332-R.0044;139ee3e8-a25f-46d2-b88d-ba862340fa16;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0610;Kroeber, 20AMez, FF 01, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06101390424392408)'North American Archaeology Storage Box 0610';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01021423770905892)'Kroeber, 20AMez, FF 01, 02';Barcode.20150904-2332-R.0045;bb637e05-f54b-4138-92e9-2d6135a245ca;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0612;Kroeber, 20AMez, FF 01, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06121390424402769)'North American Archaeology Storage Box 0612';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01021423770905892)'Kroeber, 20AMez, FF 01, 02';Barcode.20150904-2332-R.0046;519f94e5-01c1-47f5-a6f9-6a7b30098905;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0613;Kroeber, 20AMez, FF 01, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06131390424408328)'North American Archaeology Storage Box 0613';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01021423770905892)'Kroeber, 20AMez, FF 01, 02';Barcode.20150904-2332-R.0047;4bb358a6-0ab5-4220-88e2-42aba2146a55;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0618;Kroeber, 20AMez, FF 01, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06181390424434889)'North American Archaeology Storage Box 0618';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01011423770895316)'Kroeber, 20AMez, FF 01, 01';Barcode.20150904-2332-R.0048;2799f89c-3802-4cd5-88c6-8a9fcb421a6f;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0627;Kroeber, 20AMez, FF 01, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06271390424483845)'North American Archaeology Storage Box 0627';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01021423770905892)'Kroeber, 20AMez, FF 01, 02';Barcode.20150904-2332-R.0049;e85b8238-1512-4f1a-aaed-6e2259093d8c;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0628;Kroeber, 20AMez, FF 01, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06281390424489086)'North American Archaeology Storage Box 0628';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01021423770905892)'Kroeber, 20AMez, FF 01, 02';Barcode.20150904-2332-R.0050;0286a8fd-23fb-48f9-ac11-073da5f38119;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0629;Kroeber, 20AMez, FF 01, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06291390424494714)'North American Archaeology Storage Box 0629';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01021423770905892)'Kroeber, 20AMez, FF 01, 02';Barcode.20150904-2332-R.0051;59cd5179-16c7-48b8-af59-5f5b70c2b438;2015-09-02T15:11:00Z
