reason_for_move;person_scanning;date_time;current_crate;new_location;person_refname;crate_refname;loc_refname;moveID;move_CSID;datetimeTZ
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0631;Kroeber, 20AMez, FF 01, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06311390424506892)'North American Archaeology Storage Box 0631';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01021423770905892)'Kroeber, 20AMez, FF 01, 02';Barcode.20150904-2332-R.0052;ec4fa5d7-f094-4624-b8f4-62b0f5c8ca27;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0633;Kroeber, 20AMez, FF 01, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06331390424516591)'North American Archaeology Storage Box 0633';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01021423770905892)'Kroeber, 20AMez, FF 01, 02';Barcode.20150904-2332-R.0053;eef8c684-2c23-477d-8b2a-47b6d19a17e8;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0639;Kroeber, 20AMez, FF 01, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06391390424548977)'North American Archaeology Storage Box 0639';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01011423770895316)'Kroeber, 20AMez, FF 01, 01';Barcode.20150904-2332-R.0054;4f9f835a-7193-4a22-b9cb-edf42f087889;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:11;North American Archaeology Storage Box 0642;Kroeber, 20AMez, FF 01, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06421390424567491)'North American Archaeology Storage Box 0642';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF01021423770905892)'Kroeber, 20AMez, FF 01, 02';Barcode.20150904-2332-R.0055;0bd44f34-b667-4883-a1df-72819edbdd2f;2015-09-02T15:11:00Z
R;Jon Oligmueller;09/02/2015 15:14;North American Archaeology Storage Box 0565;Kroeber, 20AMez, FF 02, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox05651390421527869)'North American Archaeology Storage Box 0565';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF02021423770849834)'Kroeber, 20AMez, FF 02, 02';Barcode.20150904-2332-R.0056;77528ce2-647c-4106-936e-d93cf73a1c54;2015-09-02T15:14:00Z
R;Jon Oligmueller;09/02/2015 15:14;North American Archaeology Storage Box 0611;Kroeber, 20AMez, FF 02, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06111390424397776)'North American Archaeology Storage Box 0611';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF02021423770849834)'Kroeber, 20AMez, FF 02, 02';Barcode.20150904-2332-R.0057;1345f63a-1451-4c71-8b9d-7f934e8243fa;2015-09-02T15:14:00Z
R;Jon Oligmueller;09/02/2015 15:14;North American Archaeology Storage Box 0614;Kroeber, 20AMez, FF 02, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06141390424413232)'North American Archaeology Storage Box 0614';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF02021423770849834)'Kroeber, 20AMez, FF 02, 02';Barcode.20150904-2332-R.0058;3da52fe3-3463-42d6-bc75-60134b9c55b5;2015-09-02T15:14:00Z
R;Jon Oligmueller;09/02/2015 15:14;North American Archaeology Storage Box 0617;Kroeber, 20AMez, FF 02, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06171390424428880)'North American Archaeology Storage Box 0617';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF02021423770849834)'Kroeber, 20AMez, FF 02, 02';Barcode.20150904-2332-R.0059;b916766c-4dba-4576-8436-0064ebe900db;2015-09-02T15:14:00Z
R;Jon Oligmueller;09/02/2015 15:14;North American Archaeology Storage Box 0619;Kroeber, 20AMez, FF 02, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06191390424440547)'North American Archaeology Storage Box 0619';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF02021423770849834)'Kroeber, 20AMez, FF 02, 02';Barcode.20150904-2332-R.0060;2af763e6-a18b-4c50-b400-957dcf2809c4;2015-09-02T15:14:00Z
R;Jon Oligmueller;09/02/2015 15:14;North American Archaeology Storage Box 0621;Kroeber, 20AMez, FF 02, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06211390424452487)'North American Archaeology Storage Box 0621';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF02021423770849834)'Kroeber, 20AMez, FF 02, 02';Barcode.20150904-2332-R.0061;2b3a54c4-6169-4217-bb75-0d1f16e63050;2015-09-02T15:14:00Z
R;Jon Oligmueller;09/02/2015 15:14;North American Archaeology Storage Box 0622;Kroeber, 20AMez, FF 02, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06221390424457745)'North American Archaeology Storage Box 0622';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF02021423770849834)'Kroeber, 20AMez, FF 02, 02';Barcode.20150904-2332-R.0062;a15d24f5-86bd-4551-9ec6-be9270085a7a;2015-09-02T15:14:00Z
R;Jon Oligmueller;09/02/2015 15:14;North American Archaeology Storage Box 0640;Kroeber, 20AMez, FF 02, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06401390424555780)'North American Archaeology Storage Box 0640';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF02011423770839048)'Kroeber, 20AMez, FF 02, 01';Barcode.20150904-2332-R.0063;4cc2f302-ee6c-429a-b47b-fc1f875d4096;2015-09-02T15:14:00Z
R;Jon Oligmueller;09/02/2015 15:14;North American Archaeology Storage Box 0641;Kroeber, 20AMez, FF 02, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06411390424561684)'North American Archaeology Storage Box 0641';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF02011423770839048)'Kroeber, 20AMez, FF 02, 01';Barcode.20150904-2332-R.0064;88ae6838-b82e-4991-921a-2a98e7ac820a;2015-09-02T15:14:00Z
R;Jon Oligmueller;09/02/2015 15:14;North American Archaeology Storage Box 0659;Kroeber, 20AMez, FF 02, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06591390425112838)'North American Archaeology Storage Box 0659';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF02021423770849834)'Kroeber, 20AMez, FF 02, 02';Barcode.20150904-2332-R.0065;65015241-03b3-4961-974d-525b2d6dbc29;2015-09-02T15:14:00Z
R;Jon Oligmueller;09/02/2015 15:24;Cat. 2 Ceramics Box 130;Kroeber, 20AMez, FF 03, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3887)'Cat. 2 Ceramics Box 130';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF03011423770780213)'Kroeber, 20AMez, FF 03, 01';Barcode.20150904-2332-R.0066;a85b8f31-dea4-491f-b48f-3a1fda5f61dd;2015-09-02T15:24:00Z
R;Jon Oligmueller;09/02/2015 15:24;Cat. 2 Ceramics Box 134;Kroeber, 20AMez, FF 03, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(cr3889)'Cat. 2 Ceramics Box 134';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF03011423770780213)'Kroeber, 20AMez, FF 03, 01';Barcode.20150904-2332-R.0067;9bbdbfb0-b255-414c-bdc9-644ca9f97c92;2015-09-02T15:24:00Z
R;Jon Oligmueller;09/02/2015 15:24;North American Archaeology Storage Box 0623;Kroeber, 20AMez, FF 03, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06231390424463196)'North American Archaeology Storage Box 0623';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF03021423770800031)'Kroeber, 20AMez, FF 03, 02';Barcode.20150904-2332-R.0068;742f8435-23d5-484b-b206-bd368fcfc6d4;2015-09-02T15:24:00Z
R;Jon Oligmueller;09/02/2015 15:24;North American Archaeology Storage Box 0624;Kroeber, 20AMez, FF 03, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06241390424468693)'North American Archaeology Storage Box 0624';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF03021423770800031)'Kroeber, 20AMez, FF 03, 02';Barcode.20150904-2332-R.0069;4989bb07-0399-46f6-9d31-35e0d83bbd32;2015-09-02T15:24:00Z
R;Jon Oligmueller;09/02/2015 15:24;North American Archaeology Storage Box 0625;Kroeber, 20AMez, FF 03, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06251390424473616)'North American Archaeology Storage Box 0625';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF03021423770800031)'Kroeber, 20AMez, FF 03, 02';Barcode.20150904-2332-R.0070;650f13d8-349a-4b33-9e00-c0742dab36a7;2015-09-02T15:24:00Z
R;Jon Oligmueller;09/02/2015 15:24;North American Archaeology Storage Box 0626;Kroeber, 20AMez, FF 03, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06261390424478708)'North American Archaeology Storage Box 0626';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF03021423770800031)'Kroeber, 20AMez, FF 03, 02';Barcode.20150904-2332-R.0071;04c00f5c-68a7-4836-912c-c4e44c1e3137;2015-09-02T15:24:00Z
R;Jon Oligmueller;09/02/2015 15:25;North American Archaeology Storage Box 0101;Kroeber, 20AMez, FF 04, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01011376676482657)'North American Archaeology Storage Box 0101';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04011423770955235)'Kroeber, 20AMez, FF 04, 01';Barcode.20150904-2332-R.0072;28621b90-1c84-40c5-b71c-1ac03a29c735;2015-09-02T15:25:00Z
R;Jon Oligmueller;09/02/2015 15:25;North American Archaeology Storage Box 0319;Kroeber, 20AMez, FF 04, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox03191382744377992)'North American Archaeology Storage Box 0319';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04011423770955235)'Kroeber, 20AMez, FF 04, 01';Barcode.20150904-2332-R.0073;2cf2efe0-213d-41ae-8cf1-40064089dac5;2015-09-02T15:25:00Z
R;Jon Oligmueller;09/02/2015 15:25;North American Archaeology Storage Box 0608;Kroeber, 20AMez, FF 04, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06081390424378288)'North American Archaeology Storage Box 0608';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04011423770955235)'Kroeber, 20AMez, FF 04, 01';Barcode.20150904-2332-R.0074;eaf23e0c-d94f-450a-95d6-a099ff2b1a86;2015-09-02T15:25:00Z
R;Jon Oligmueller;09/02/2015 15:25;North American Archaeology Storage Box 0630;Kroeber, 20AMez, FF 04, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06301390424501580)'North American Archaeology Storage Box 0630';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04011423770955235)'Kroeber, 20AMez, FF 04, 01';Barcode.20150904-2332-R.0075;d3ec41cb-5ccc-431f-8215-7bb6d823af79;2015-09-02T15:25:00Z
R;Jon Oligmueller;09/02/2015 15:25;North American Archaeology Storage Box 0632;Kroeber, 20AMez, FF 04, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06321390424511702)'North American Archaeology Storage Box 0632';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04011423770955235)'Kroeber, 20AMez, FF 04, 01';Barcode.20150904-2332-R.0076;b4c6350d-0cb0-4c8a-a44c-c2bab7597788;2015-09-02T15:25:00Z
R;Jon Oligmueller;09/02/2015 15:25;North American Archaeology Storage Box 0634;Kroeber, 20AMez, FF 04, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06341390424521676)'North American Archaeology Storage Box 0634';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04011423770955235)'Kroeber, 20AMez, FF 04, 01';Barcode.20150904-2332-R.0077;1e51c3d4-1df2-4ed6-a862-ae030169bb3a;2015-09-02T15:25:00Z
R;Jon Oligmueller;09/02/2015 15:25;North American Archaeology Storage Box 0635;Kroeber, 20AMez, FF 04, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06351390424526458)'North American Archaeology Storage Box 0635';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04011423770955235)'Kroeber, 20AMez, FF 04, 01';Barcode.20150904-2332-R.0078;8f01cf21-c7eb-4962-8950-c1af8e74871a;2015-09-02T15:25:00Z
R;Jon Oligmueller;09/02/2015 15:25;North American Archaeology Storage Box 0636;Kroeber, 20AMez, FF 04, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06361390424531284)'North American Archaeology Storage Box 0636';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04011423770955235)'Kroeber, 20AMez, FF 04, 01';Barcode.20150904-2332-R.0079;26e07bd4-0b86-4137-b34d-8f41cda6ba55;2015-09-02T15:25:00Z
R;Jon Oligmueller;09/02/2015 15:25;North American Archaeology Storage Box 0637;Kroeber, 20AMez, FF 04, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06371390424536261)'North American Archaeology Storage Box 0637';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04011423770955235)'Kroeber, 20AMez, FF 04, 01';Barcode.20150904-2332-R.0080;ccf60598-4c28-4bd5-b606-4a7b59712681;2015-09-02T15:25:00Z
R;Jon Oligmueller;09/02/2015 15:25;North American Archaeology Storage Box 0638;Kroeber, 20AMez, FF 04, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox06381390424541382)'North American Archaeology Storage Box 0638';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04011423770955235)'Kroeber, 20AMez, FF 04, 01';Barcode.20150904-2332-R.0081;278253d6-4fa8-4aac-a850-c1221636c622;2015-09-02T15:25:00Z
R;Jon Oligmueller;09/02/2015 15:26;North American Archaeology Storage Box 0102;Kroeber, 20AMez, FF 04, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01021376676489421)'North American Archaeology Storage Box 0102';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04021423770967323)'Kroeber, 20AMez, FF 04, 02';Barcode.20150904-2332-R.0082;fd491fb5-f59a-4025-81c8-a9e24c867c9c;2015-09-02T15:26:00Z
R;Jon Oligmueller;09/02/2015 15:26;North American Archaeology Storage Box 0103;Kroeber, 20AMez, FF 04, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01031376676495415)'North American Archaeology Storage Box 0103';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04021423770967323)'Kroeber, 20AMez, FF 04, 02';Barcode.20150904-2332-R.0083;b59cc5a4-d56e-4afb-a7c6-8abc55f0dd45;2015-09-02T15:26:00Z
R;Jon Oligmueller;09/02/2015 15:26;North American Archaeology Storage Box 0104;Kroeber, 20AMez, FF 04, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01041376676502157)'North American Archaeology Storage Box 0104';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04021423770967323)'Kroeber, 20AMez, FF 04, 02';Barcode.20150904-2332-R.0084;c91b3d2f-3f91-4dac-8b74-5d0d7587ebad;2015-09-02T15:26:00Z
R;Jon Oligmueller;09/02/2015 15:26;North American Archaeology Storage Box 0105;Kroeber, 20AMez, FF 04, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01051376676508838)'North American Archaeology Storage Box 0105';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04021423770967323)'Kroeber, 20AMez, FF 04, 02';Barcode.20150904-2332-R.0085;d0c1f503-4b6b-4950-9092-8997828cfbef;2015-09-02T15:26:00Z
R;Jon Oligmueller;09/02/2015 15:26;North American Archaeology Storage Box 0106;Kroeber, 20AMez, FF 04, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01061376676515275)'North American Archaeology Storage Box 0106';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04021423770967323)'Kroeber, 20AMez, FF 04, 02';Barcode.20150904-2332-R.0086;aac43042-3c51-4a74-a13c-c3e35a0eab78;2015-09-02T15:26:00Z
R;Jon Oligmueller;09/02/2015 15:26;North American Archaeology Storage Box 0107;Kroeber, 20AMez, FF 04, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01071376676521111)'North American Archaeology Storage Box 0107';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04021423770967323)'Kroeber, 20AMez, FF 04, 02';Barcode.20150904-2332-R.0087;7d2224aa-bcff-42eb-ac5f-cfe50639d47b;2015-09-02T15:26:00Z
R;Jon Oligmueller;09/02/2015 15:26;North American Archaeology Storage Box 0108;Kroeber, 20AMez, FF 04, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01081376676528357)'North American Archaeology Storage Box 0108';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04021423770967323)'Kroeber, 20AMez, FF 04, 02';Barcode.20150904-2332-R.0088;809acd0d-b668-489f-8c07-281fc9f39435;2015-09-02T15:26:00Z
R;Jon Oligmueller;09/02/2015 15:26;North American Archaeology Storage Box 0109;Kroeber, 20AMez, FF 04, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01091376676534625)'North American Archaeology Storage Box 0109';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04021423770967323)'Kroeber, 20AMez, FF 04, 02';Barcode.20150904-2332-R.0089;a4cdfff5-9d85-4e7a-a4ed-c27d19cdd36f;2015-09-02T15:26:00Z
R;Jon Oligmueller;09/02/2015 15:26;North American Archaeology Storage Box 0110;Kroeber, 20AMez, FF 04, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01101376676542180)'North American Archaeology Storage Box 0110';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04021423770967323)'Kroeber, 20AMez, FF 04, 02';Barcode.20150904-2332-R.0090;a8f3440f-5dd1-4142-b7dd-e19f8c857fb6;2015-09-02T15:26:00Z
R;Jon Oligmueller;09/02/2015 15:26;North American Archaeology Storage Box 0111;Kroeber, 20AMez, FF 04, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01111376676593789)'North American Archaeology Storage Box 0111';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(Kroeber20AMezFF04021423770967323)'Kroeber, 20AMez, FF 04, 02';Barcode.20150904-2332-R.0091;4e46abd9-7508-477b-be1c-1bd8ab55d911;2015-09-02T15:26:00Z
R;Jon Oligmueller;09/02/2015 15:29;North American Archaeology Storage Box 0112;Kroeber, 20AMez, FF 05, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01121376676600167)'North American Archaeology Storage Box 0112';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11610)'Kroeber, 20AMez, FF 05, 01';Barcode.20150904-2332-R.0092;65928e83-56f4-4feb-b48a-21465a9c4303;2015-09-02T15:29:00Z
R;Jon Oligmueller;09/02/2015 15:29;North American Archaeology Storage Box 0114;Kroeber, 20AMez, FF 05, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01141376676614878)'North American Archaeology Storage Box 0114';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11610)'Kroeber, 20AMez, FF 05, 01';Barcode.20150904-2332-R.0093;c348e72c-9a74-4ad2-a7f8-8ef171b055e9;2015-09-02T15:29:00Z
R;Jon Oligmueller;09/02/2015 15:29;North American Archaeology Storage Box 0115;Kroeber, 20AMez, FF 05, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01151376676620920)'North American Archaeology Storage Box 0115';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11610)'Kroeber, 20AMez, FF 05, 01';Barcode.20150904-2332-R.0094;b4852df4-2243-44dc-b7d7-2979666bbb0d;2015-09-02T15:29:00Z
R;Jon Oligmueller;09/02/2015 15:29;North American Archaeology Storage Box 0116;Kroeber, 20AMez, FF 05, 01;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01161376676626786)'North American Archaeology Storage Box 0116';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11610)'Kroeber, 20AMez, FF 05, 01';Barcode.20150904-2332-R.0095;94f25927-d972-4155-a61a-443477e18ddf;2015-09-02T15:29:00Z
R;Jon Oligmueller;09/02/2015 15:29;North American Archaeology Storage Box 0117;Kroeber, 20AMez, FF 05, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01171376676633123)'North American Archaeology Storage Box 0117';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11611)'Kroeber, 20AMez, FF 05, 02';Barcode.20150904-2332-R.0096;4e63b1ef-1ac3-42e4-abd6-2ec3ee106a8e;2015-09-02T15:29:00Z
R;Jon Oligmueller;09/02/2015 15:29;North American Archaeology Storage Box 0118;Kroeber, 20AMez, FF 05, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01181376676639285)'North American Archaeology Storage Box 0118';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11611)'Kroeber, 20AMez, FF 05, 02';Barcode.20150904-2332-R.0097;ad20417a-3c75-4069-a9b0-af604d736e4d;2015-09-02T15:29:00Z
R;Jon Oligmueller;09/02/2015 15:29;North American Archaeology Storage Box 0119;Kroeber, 20AMez, FF 05, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01191376676645478)'North American Archaeology Storage Box 0119';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11611)'Kroeber, 20AMez, FF 05, 02';Barcode.20150904-2332-R.0098;be05e4ea-4c72-4d27-84b3-08f107f02911;2015-09-02T15:29:00Z
R;Jon Oligmueller;09/02/2015 15:29;North American Archaeology Storage Box 0120;Kroeber, 20AMez, FF 05, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01201376676653655)'North American Archaeology Storage Box 0120';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11611)'Kroeber, 20AMez, FF 05, 02';Barcode.20150904-2332-R.0099;74248580-3fb3-424d-8612-517e2e7a7f80;2015-09-02T15:29:00Z
R;Jon Oligmueller;09/02/2015 15:29;North American Archaeology Storage Box 0121;Kroeber, 20AMez, FF 05, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01211376676659990)'North American Archaeology Storage Box 0121';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11611)'Kroeber, 20AMez, FF 05, 02';Barcode.20150904-2332-R.0100;e659a601-8fe8-43ca-b72d-ae1d4565f00d;2015-09-02T15:29:00Z
R;Jon Oligmueller;09/02/2015 15:29;North American Archaeology Storage Box 0122;Kroeber, 20AMez, FF 05, 02;;urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(crate):item:name(NorthAmericanArchaeologyStorageBox01221376676666092)'North American Archaeology Storage Box 0122';urn:cspace:pahma.cspace.berkeley.edu:locationauthorities:name(location):item:name(sl11611)'Kroeber, 20AMez, FF 05, 02';Barcode.20150904-2332-R.0101;66b7a8ba-094d-415a-804e-63c7ba33b2d6;2015-09-02T15:29:00Z
